Unnamed: 0,Mois,Demande totale de chaleur (MWh),Chauffage des locaux (MWh),Eau chaude sanitaire (MWh),Chaleur (centre énergétique) (MWh),Demande totale de froid (MWh),Refroidissement des locaux (MWh),Refroidissement de procédé (MWh),Refroidissement (centre énergétique) (MWh),Charges électriques (MWh),E-mobilité (MWh),Puissance de fonctionnement (MWh),Travail de pompe (MWh),Température de l'air (°C)
,"Mer, 13.06. 07:00",863.6,0,863.6,0,0,0,0,0,0,0,237.3,0,18.79999923706055
,"Mer, 13.06. 08:00",745.7,0,745.7,0,0,0,0,0,0,0,198.3,0,20.10000038146973
,"Mer, 13.06. 09:00",598.5,0,598.5,0,0,0,0,0,0,0,150.8,0,22.20000076293945
,"Mer, 13.06. 10:00",512.9,0,512.9,0,0,0,0,0,0,0,121.5,0,24.5
,"Mer, 13.06. 11:00",510.5,0,510.5,0,0,0,0,0,0,0,115,0,26.20000076293945
,"Mer, 13.06. 12:00",465.4,0,465.4,0,0,0,0,0,0,0,101.2,0,27.39999961853027
,"Mer, 13.06. 13:00",445.4,0,445.4,0,0,0,0,0,0,0,91.3,0,29.29999923706055
,"Mer, 13.06. 14:00",407.1,0,407.1,0,0,0,0,0,0,0,92.3,0,26
,"Mer, 13.06. 15:00",400.4,0,400.4,0,0,0,0,0,0,0,88.4,0,26.89999961853027
,"Mer, 13.06. 16:00",478.7,0,478.7,0,0,0,0,0,0,0,105.7,0,26.89999961853027
,"Mer, 13.06. 17:00",591.3,0,591.3,0,0,0,0,0,0,0,133.8,0,26.10000038146973
,"Mer, 13.06. 18:00",694.3,0,694.3,0,0,0,0,0,0,0,164.9,0,24.39999961853027
,"Mer, 13.06. 19:00",798.1,0,798.1,0,0,0,0,0,0,0,196.1,0,23.20000076293945
,"Mer, 13.06. 20:00",833,0,833,0,0,0,0,0,0,0,216.4,0,21.10000038146973
,"Mer, 13.06. 21:00",910.1,0,910.1,0,0,0,0,0,0,0,244,0,19.79999923706055
,"Mer, 13.06. 22:00",469.7,0,469.7,0,0,0,0,0,0,0,127,0,19.5
,"Mer, 13.06. 23:00",284.9,0,284.9,0,0,0,0,0,0,0,79.1,0,18.29999923706055
,"Jeu, 14.06. 00:00",204.4,0,204.4,0,0,0,0,0,0,0,58.6,0,17
,"Jeu, 14.06. 01:00",98.2,0,98.2,0,0,0,0,0,0,0,28.3,0,16.79999923706055
,"Jeu, 14.06. 02:00",31.6,0,31.6,0,0,0,0,0,0,0,9.1,0,16.89999961853027
,"Jeu, 14.06. 03:00",32.9,0,32.9,0,0,0,0,0,0,0,9.5,0,16.60000038146973
,"Jeu, 14.06. 04:00",102.2,0,102.2,0,0,0,0,0,0,0,30.2,0,15.60000038146973
,"Jeu, 14.06. 05:00",286.5,0,286.5,0,0,0,0,0,0,0,84.8,0,15.69999980926514
,"Jeu, 14.06. 06:00",865.9,0,865.9,0,0,0,0,0,0,0,246,0,17.39999961853027
,"Jeu, 14.06. 07:00",896.7,0,896.7,0,0,0,0,0,0,0,244.3,0,19.10000038146973
,"Jeu, 14.06. 08:00",788.9,0,788.9,0,0,0,0,0,0,0,211.5,0,19.79999923706055
,"Jeu, 14.06. 09:00",628.5,0,628.5,0,0,0,0,0,0,0,160.7,0,21.70000076293945
,"Jeu, 14.06. 10:00",534.3,0,534.3,0,0,0,0,0,0,0,132.6,0,22.79999923706055
,"Jeu, 14.06. 11:00",479.8,0,479.8,0,0,0,0,0,0,0,125,0,21
,"Jeu, 14.06. 12:00",524.5,0,524.5,0,0,0,0,0,0,0,131.5,0,22.39999961853027
,"Jeu, 14.06. 13:00",468.2,0,468.2,0,0,0,0,0,0,0,115.3,0,23.10000038146973
,"Jeu, 14.06. 14:00",433.1,0,433.1,0,0,0,0,0,0,0,109.6,0,22
,"Jeu, 14.06. 15:00",400.2,0,400.2,0,0,0,0,0,0,0,99.8,0,22.60000038146973
,"Jeu, 14.06. 16:00",446.3,0,446.3,0,0,0,0,0,0,0,112.4,0,22.20000076293945
,"Jeu, 14.06. 17:00",602.3,0,602.3,0,0,0,0,0,0,0,154,0,21.70000076293945
,"Jeu, 14.06. 18:00",700.4,0,700.4,0,0,0,0,0,0,0,185.8,0,20.20000076293945
,"Jeu, 14.06. 19:00",831.2,0,831.2,0,0,0,0,0,0,0,230.2,0,18.5
,"Jeu, 14.06. 20:00",893.7,0,893.7,0,0,0,0,0,0,0,248.3,0,18.39999961853027
,"Jeu, 14.06. 21:00",799.9,0,799.9,0,0,0,0,0,0,0,229.2,0,17.10000038146973
,"Jeu, 14.06. 22:00",474.1,0,474.1,0,0,0,0,0,0,0,134.7,0,17.39999961853027
,"Jeu, 14.06. 23:00",276.4,0,276.4,0,0,0,0,0,0,0,80.8,0,16.20000076293945
,"Ven, 15.06. 00:00",189.5,0,189.5,0,0,0,0,0,0,0,55.4,0,16.20000076293945
,"Ven, 15.06. 01:00",99,0,99,0,0,0,0,0,0,0,29,0,16
,"Ven, 15.06. 02:00",32.4,0,32.4,0,0,0,0,0,0,0,9.7,0,15.30000019073486
,"Ven, 15.06. 03:00",31.8,0,31.8,0,0,0,0,0,0,0,9.4,0,15.69999980926514
,"Ven, 15.06. 04:00",98.9,0,98.9,0,0,0,0,0,0,0,29.3,0,15.5
,"Ven, 15.06. 05:00",268.9,0,268.9,0,0,0,0,0,0,0,78.6,0,16.20000076293945
,"Ven, 15.06. 06:00",807.8,0,807.8,0,0,0,0,0,0,0,234.1,0,16.5
,"Ven, 15.06. 07:00",812.3,0,812.3,0,0,0,0,0,0,0,228.2,0,17.89999961853027
,"Ven, 15.06. 08:00",744.5,0,744.5,0,0,0,0,0,0,0,202.9,0,19.10000038146973
,"Ven, 15.06. 09:00",616.1,0,616.1,0,0,0,0,0,0,0,163.9,0,20.10000038146973
,"Ven, 15.06. 10:00",539.1,0,539.1,0,0,0,0,0,0,0,140.7,0,20.89999961853027
,"Ven, 15.06. 11:00",529.7,0,529.7,0,0,0,0,0,0,0,138,0,21
,"Ven, 15.06. 12:00",519.2,0,519.2,0,0,0,0,0,0,0,125.1,0,23.89999961853027
,"Ven, 15.06. 13:00",454.1,0,454.1,0,0,0,0,0,0,0,106.1,0,25
,"Ven, 15.06. 14:00",441.2,0,441.2,0,0,0,0,0,0,0,108.4,0,23.20000076293945
,"Ven, 15.06. 15:00",442.3,0,442.3,0,0,0,0,0,0,0,108.9,0,23.10000038146973
,"Ven, 15.06. 16:00",477.8,0,477.8,0,0,0,0,0,0,0,122.2,0,21.70000076293945
,"Ven, 15.06. 17:00",613.3,0,613.3,0,0,0,0,0,0,0,162.7,0,20.20000076293945
,"Ven, 15.06. 18:00",647.7,0,647.7,0,0,0,0,0,0,0,176.5,0,19.20000076293945
,"Ven, 15.06. 19:00",829.7,0,829.7,0,0,0,0,0,0,0,227.9,0,18.79999923706055
,"Ven, 15.06. 20:00",857.8,0,857.8,0,0,0,0,0,0,0,237.6,0,18.5
,"Ven, 15.06. 21:00",875,0,875,0,0,0,0,0,0,0,245.1,0,18
,"Ven, 15.06. 22:00",464.4,0,464.4,0,0,0,0,0,0,0,130.8,0,17.79999923706055
,"Ven, 15.06. 23:00",284.6,0,284.6,0,0,0,0,0,0,0,81.5,0,17.10000038146973
,"Sam, 16.06. 00:00",226,0,226,0,0,0,0,0,0,0,65.5,0,16.5
,"Sam, 16.06. 01:00",115.1,0,115.1,0,0,0,0,0,0,0,33.4,0,16.60000038146973
,"Sam, 16.06. 02:00",70.5,0,70.5,0,0,0,0,0,0,0,20.6,0,16.20000076293945
,"Sam, 16.06. 03:00",31.4,0,31.4,0,0,0,0,0,0,0,9.2,0,16.10000038146973
,"Sam, 16.06. 04:00",61.8,0,61.8,0,0,0,0,0,0,0,17.9,0,16.60000038146973
,"Sam, 16.06. 05:00",59.4,0,59.4,0,0,0,0,0,0,0,17.1,0,16.79999923706055
,"Sam, 16.06. 06:00",85.5,0,85.5,0,0,0,0,0,0,0,24.1,0,17.79999923706055
,"Sam, 16.06. 07:00",188.5,0,188.5,0,0,0,0,0,0,0,51.5,0,19
,"Sam, 16.06. 08:00",467.8,0,467.8,0,0,0,0,0,0,0,126.1,0,19.60000038146973
,"Sam, 16.06. 09:00",938.2,0,938.2,0,0,0,0,0,0,0,250.2,0,20
,"Sam, 16.06. 10:00",988.7,0,988.7,0,0,0,0,0,0,0,256.1,0,21.20000076293945
,"Sam, 16.06. 11:00",978.1,0,978.1,0,0,0,0,0,0,0,244.5,0,22.5
,"Sam, 16.06. 12:00",888.5,0,888.5,0,0,0,0,0,0,0,216.2,0,23.5
,"Sam, 16.06. 13:00",748.7,0,748.7,0,0,0,0,0,0,0,191,0,21.79999923706055
,"Sam, 16.06. 14:00",682.9,0,682.9,0,0,0,0,0,0,0,173.8,0,21.89999961853027
,"Sam, 16.06. 15:00",615.8,0,615.8,0,0,0,0,0,0,0,158.7,0,21.39999961853027
,"Sam, 16.06. 16:00",536.8,0,536.8,0,0,0,0,0,0,0,142.8,0,20.10000038146973
,"Sam, 16.06. 17:00",654.9,0,654.9,0,0,0,0,0,0,0,178.4,0,19.10000038146973
,"Sam, 16.06. 18:00",660.2,0,660.2,0,0,0,0,0,0,0,180.9,0,18.89999961853027
,"Sam, 16.06. 19:00",725.1,0,725.1,0,0,0,0,0,0,0,202.5,0,18.10000038146973
,"Sam, 16.06. 20:00",695.9,0,695.9,0,0,0,0,0,0,0,193.9,0,18.20000076293945
,"Sam, 16.06. 21:00",534.8,0,534.8,0,0,0,0,0,0,0,152.4,0,17.29999923706055
,"Sam, 16.06. 22:00",433.7,0,433.7,0,0,0,0,0,0,0,123.2,0,17.39999961853027
,"Sam, 16.06. 23:00",286.4,0,286.4,0,0,0,0,0,0,0,82.3,0,16.89999961853027
,"Dim, 17.06. 00:00",199.6,7.8,191.8,0,0,0,0,0,0,0,57.4,0,16
,"Dim, 17.06. 01:00",135.2,9.4,125.8,0,0,0,0,0,0,0,38.9,0,15.39999961853027
,"Dim, 17.06. 02:00",180.2,112.1,68.1,0,0,0,0,0,0,0,38.8,0,14.5
,"Dim, 17.06. 03:00",392.4,362.4,30,0,0,0,0,0,0,0,71,0,13.30000019073486
,"Dim, 17.06. 04:00",475.7,404.8,70.9,0,0,0,0,0,0,0,91.3,0,13.19999980926514
,"Dim, 17.06. 05:00",231.3,163.8,67.5,0,0,0,0,0,0,0,46.9,0,14.39999961853027
,"Dim, 17.06. 06:00",170.3,76.7,93.6,0,0,0,0,0,0,0,38.8,0,15.80000019073486
,"Dim, 17.06. 07:00",256.3,68.5,187.8,0,0,0,0,0,0,0,65,0,16.29999923706055
,"Dim, 17.06. 08:00",529.3,56.1,473.2,0,0,0,0,0,0,0,140.2,0,18.10000038146973
,"Dim, 17.06. 09:00",955.5,51.2,904.3,0,0,0,0,0,0,0,248.4,0,20
,"Dim, 17.06. 10:00",954.4,45,909.4,0,0,0,0,0,0,0,239.5,0,21.60000038146973
,"Dim, 17.06. 11:00",1060,46.6,1013.4,0,0,0,0,0,0,0,258,0,22.79999923706055
,"Dim, 17.06. 12:00",928.9,43.1,885.8,0,0,0,0,0,0,0,222,0,23.39999961853027
,"Dim, 17.06. 13:00",796.8,44.5,752.3,0,0,0,0,0,0,0,185.3,0,24.29999923706055
,"Dim, 17.06. 14:00",664.7,40.6,624.1,0,0,0,0,0,0,0,146.8,0,26.10000038146973
,"Dim, 17.06. 15:00",651.2,46.7,604.5,0,0,0,0,0,0,0,141.4,0,26.5
,"Dim, 17.06. 16:00",585.5,45.5,540,0,0,0,0,0,0,0,129.5,0,25.79999923706055
,"Dim, 17.06. 17:00",665.8,51.4,614.4,0,0,0,0,0,0,0,153,0,24.39999961853027
,"Dim, 17.06. 18:00",755.6,57.9,697.7,0,0,0,0,0,0,0,181.5,0,22.70000076293945
,"Dim, 17.06. 19:00",820.7,63.3,757.4,0,0,0,0,0,0,0,205.3,0,21.10000038146973
,"Dim, 17.06. 20:00",800.8,65.5,735.3,0,0,0,0,0,0,0,203.8,0,20.20000076293945
,"Dim, 17.06. 21:00",605.2,54.5,550.7,0,0,0,0,0,0,0,154,0,20
,"Dim, 17.06. 22:00",438.5,15.5,423,0,0,0,0,0,0,0,119.2,0,18.5
,"Dim, 17.06. 23:00",290.7,10.3,280.4,0,0,0,0,0,0,0,80.2,0,17.89999961853027
,"Lun, 18.06. 00:00",176.6,10.5,166.1,0,0,0,0,0,0,0,48.1,0,17.89999961853027
,"Lun, 18.06. 01:00",112.7,11.9,100.8,0,0,0,0,0,0,0,31.7,0,15.69999980926514
,"Lun, 18.06. 02:00",59.8,31.4,28.4,0,0,0,0,0,0,0,13.5,0,14.89999961853027
,"Lun, 18.06. 03:00",556.9,522.4,34.5,0,0,0,0,0,0,0,101.2,0,12.89999961853027
,"Lun, 18.06. 04:00",629.8,533.9,95.9,0,0,0,0,0,0,0,124.2,0,12.5
,"Lun, 18.06. 05:00",554.4,268.8,285.6,0,0,0,0,0,0,0,131.7,0,14
,"Lun, 18.06. 06:00",970.5,196.6,773.9,0,0,0,0,0,0,0,266.4,0,14.5
,"Lun, 18.06. 07:00",911.4,92.3,819.1,0,0,0,0,0,0,0,253.3,0,16.20000076293945
,"Lun, 18.06. 08:00",781.1,74.7,706.4,0,0,0,0,0,0,0,209.2,0,17.89999961853027
,"Lun, 18.06. 09:00",678.5,70.1,608.4,0,0,0,0,0,0,0,170.5,0,20.39999961853027
,"Lun, 18.06. 10:00",591,63.8,527.2,0,0,0,0,0,0,0,146.2,0,21
,"Lun, 18.06. 11:00",537.9,59.9,478,0,0,0,0,0,0,0,124.6,0,23.5
,"Lun, 18.06. 12:00",581.1,63,518.1,0,0,0,0,0,0,0,133.6,0,23.89999961853027
,"Lun, 18.06. 13:00",493.7,55.1,438.6,0,0,0,0,0,0,0,115.2,0,23.29999923706055
,"Lun, 18.06. 14:00",507.6,58.5,449.1,0,0,0,0,0,0,0,119.6,0,22.79999923706055
,"Lun, 18.06. 15:00",508.6,62.9,445.7,0,0,0,0,0,0,0,118,0,23.29999923706055
,"Lun, 18.06. 16:00",537,64.9,472.1,0,0,0,0,0,0,0,126.4,0,22.70000076293945
,"Lun, 18.06. 17:00",658,69.1,588.9,0,0,0,0,0,0,0,157.9,0,22.20000076293945
,"Lun, 18.06. 18:00",769.9,78.4,691.5,0,0,0,0,0,0,0,188.5,0,21.5
,"Lun, 18.06. 19:00",926.7,81.6,845.1,0,0,0,0,0,0,0,240.1,0,19.39999961853027
,"Lun, 18.06. 20:00",955,81.7,873.3,0,0,0,0,0,0,0,249.6,0,19
,"Lun, 18.06. 21:00",897.2,74.8,822.4,0,0,0,0,0,0,0,240.2,0,18
,"Lun, 18.06. 22:00",509.2,22.9,486.3,0,0,0,0,0,0,0,142,0,17.20000076293945
,"Lun, 18.06. 23:00",297.3,13.4,283.9,0,0,0,0,0,0,0,84,0,16.70000076293945
,"Mar, 19.06. 00:00",200.2,0,200.2,0,0,0,0,0,0,0,58.5,0,16.20000076293945
,"Mar, 19.06. 01:00",100.8,0,100.8,0,0,0,0,0,0,0,29.5,0,16.20000076293945
,"Mar, 19.06. 02:00",30.8,0,30.8,0,0,0,0,0,0,0,9,0,16
,"Mar, 19.06. 03:00",31.5,0,31.5,0,0,0,0,0,0,0,9.3,0,15.80000019073486
,"Mar, 19.06. 04:00",95.8,0,95.8,0,0,0,0,0,0,0,28.2,0,15.89999961853027
,"Mar, 19.06. 05:00",296.9,0,296.9,0,0,0,0,0,0,0,87.1,0,16.10000038146973
,"Mar, 19.06. 06:00",838.6,0,838.6,0,0,0,0,0,0,0,245.9,0,16
,"Mar, 19.06. 07:00",860.3,0,860.3,0,0,0,0,0,0,0,247.9,0,16.79999923706055
,"Mar, 19.06. 08:00",713.3,0,713.3,0,0,0,0,0,0,0,200.4,0,17.89999961853027
,"Mar, 19.06. 09:00",626.4,0,626.4,0,0,0,0,0,0,0,171.6,0,18.89999961853027
,"Mar, 19.06. 10:00",521.3,0,521.3,0,0,0,0,0,0,0,136.1,0,20.89999961853027
,"Mar, 19.06. 11:00",528.2,0,528.2,0,0,0,0,0,0,0,132.4,0,22.39999961853027
,"Mar, 19.06. 12:00",493.2,0,493.2,0,0,0,0,0,0,0,118.8,0,23.89999961853027
,"Mar, 19.06. 13:00",475.9,0,475.9,0,0,0,0,0,0,0,114.9,0,23.79999923706055
,"Mar, 19.06. 14:00",449,0,449,0,0,0,0,0,0,0,106.9,0,24.29999923706055
,"Mar, 19.06. 15:00",407,0,407,0,0,0,0,0,0,0,96.2,0,24.60000038146973
,"Mar, 19.06. 16:00",462.9,0,462.9,0,0,0,0,0,0,0,111.3,0,24
,"Mar, 19.06. 17:00",600.2,0,600.2,0,0,0,0,0,0,0,146.4,0,23.39999961853027
,"Mar, 19.06. 18:00",652.3,0,652.3,0,0,0,0,0,0,0,169,0,21.20000076293945
,"Mar, 19.06. 19:00",811,0,811,0,0,0,0,0,0,0,220.4,0,19.29999923706055
,"Mar, 19.06. 20:00",864.2,0,864.2,0,0,0,0,0,0,0,242.8,0,17.89999961853027
,"Mar, 19.06. 21:00",830.7,0,830.7,0,0,0,0,0,0,0,234.7,0,17.60000038146973
,"Mar, 19.06. 22:00",500.2,0,500.2,0,0,0,0,0,0,0,144.1,0,16.79999923706055
,"Mar, 19.06. 23:00",280.9,0,280.9,0,0,0,0,0,0,0,81.9,0,16.29999923706055
,"Mer, 20.06. 00:00",212.1,6.7,205.4,0,0,0,0,0,0,0,61.4,0,15.89999961853027
,"Mer, 20.06. 01:00",97.5,4.8,92.7,0,0,0,0,0,0,0,28.6,0,15
,"Mer, 20.06. 02:00",194,162.3,31.7,0,0,0,0,0,0,0,36.1,0,14.30000019073486
,"Mer, 20.06. 03:00",409.8,380.1,29.7,0,0,0,0,0,0,0,74.2,0,13.19999980926514
,"Mer, 20.06. 04:00",279.7,188,91.7,0,0,0,0,0,0,0,59,0,14.10000038146973
,"Mer, 20.06. 05:00",317.1,32.1,285,0,0,0,0,0,0,0,89.9,0,15.30000019073486
,"Mer, 20.06. 06:00",850.9,53.7,797.2,0,0,0,0,0,0,0,245.3,0,15.39999961853027
,"Mer, 20.06. 07:00",903.6,52.5,851.1,0,0,0,0,0,0,0,257.5,0,16
,"Mer, 20.06. 08:00",785.2,43.2,742,0,0,0,0,0,0,0,223.6,0,16.20000076293945
,"Mer, 20.06. 09:00",633.1,37.5,595.6,0,0,0,0,0,0,0,176.7,0,16.89999961853027
,"Mer, 20.06. 10:00",561.4,34.9,526.5,0,0,0,0,0,0,0,148.8,0,19
,"Mer, 20.06. 11:00",537.6,34.6,503,0,0,0,0,0,0,0,141.2,0,19.39999961853027
,"Mer, 20.06. 12:00",499.5,31.5,468,0,0,0,0,0,0,0,129.2,0,20
,"Mer, 20.06. 13:00",478.9,31.2,447.7,0,0,0,0,0,0,0,119.1,0,21.60000038146973
,"Mer, 20.06. 14:00",457.5,30.7,426.8,0,0,0,0,0,0,0,114.3,0,21.39999961853027
,"Mer, 20.06. 15:00",470.4,33.8,436.6,0,0,0,0,0,0,0,116.7,0,21.60000038146973
,"Mer, 20.06. 16:00",493.1,34.7,458.4,0,0,0,0,0,0,0,124.9,0,20.79999923706055
,"Mer, 20.06. 17:00",576.3,34.8,541.5,0,0,0,0,0,0,0,148.1,0,20.29999923706055
,"Mer, 20.06. 18:00",678.1,39.8,638.3,0,0,0,0,0,0,0,183.3,0,18.20000076293945
,"Mer, 20.06. 19:00",888.4,44.4,844,0,0,0,0,0,0,0,243.8,0,17.79999923706055
,"Mer, 20.06. 20:00",962.7,47,915.7,0,0,0,0,0,0,0,268.1,0,17.20000076293945
,"Mer, 20.06. 21:00",845.4,40.4,805,0,0,0,0,0,0,0,239,0,16.5
,"Mer, 20.06. 22:00",475,12.1,462.9,0,0,0,0,0,0,0,140.4,0,15.10000038146973
,"Mer, 20.06. 23:00",302.3,7.9,294.4,0,0,0,0,0,0,0,88.3,0,15.60000038146973
,"Jeu, 21.06. 00:00",348.4,144.6,203.8,0,0,0,0,0,0,0,85.3,0,14.5
,"Jeu, 21.06. 01:00",587,485.1,101.9,0,0,0,0,0,0,0,116,0,12.89999961853027
,"Jeu, 21.06. 02:00",825.7,794.5,31.2,0,0,0,0,0,0,0,156,0,11.5
,"Jeu, 21.06. 03:00",675.6,644.4,31.2,0,0,0,0,0,0,0,124.6,0,12.19999980926514
,"Jeu, 21.06. 04:00",694.3,593.8,100.5,0,0,0,0,0,0,0,136.1,0,12.5
,"Jeu, 21.06. 05:00",919.7,617.4,302.3,0,0,0,0,0,0,0,201.2,0,12.89999961853027
,"Jeu, 21.06. 06:00",1202.6,389.9,812.7,0,0,0,0,0,0,0,309.9,0,14.30000019073486
,"Jeu, 21.06. 07:00",1084.9,309.3,775.6,0,0,0,0,0,0,0,285.9,0,14.5
,"Jeu, 21.06. 08:00",964.9,230.5,734.4,0,0,0,0,0,0,0,258.9,0,14.80000019073486
,"Jeu, 21.06. 09:00",760.6,165.4,595.2,0,0,0,0,0,0,0,199.5,0,16.20000076293945
,"Jeu, 21.06. 10:00",693.3,156.4,536.9,0,0,0,0,0,0,0,176.2,0,17.20000076293945
,"Jeu, 21.06. 11:00",653.7,151.1,502.6,0,0,0,0,0,0,0,161.1,0,18.39999961853027
,"Jeu, 21.06. 12:00",636.4,143.7,492.7,0,0,0,0,0,0,0,150.3,0,20.39999961853027
,"Jeu, 21.06. 13:00",625.2,145.2,480,0,0,0,0,0,0,0,141.2,0,22.20000076293945
,"Jeu, 21.06. 14:00",571.8,136.6,435.2,0,0,0,0,0,0,0,123.9,0,23.89999961853027
,"Jeu, 21.06. 15:00",521.4,131.9,389.5,0,0,0,0,0,0,0,113.4,0,23.39999961853027
,"Jeu, 21.06. 16:00",579.8,144.6,435.2,0,0,0,0,0,0,0,128.4,0,22.70000076293945
,"Jeu, 21.06. 17:00",761.3,167.6,593.7,0,0,0,0,0,0,0,176.2,0,21.39999961853027
,"Jeu, 21.06. 18:00",812.5,174.6,637.9,0,0,0,0,0,0,0,190.6,0,20.89999961853027
,"Jeu, 21.06. 19:00",977.4,184.1,793.3,0,0,0,0,0,0,0,238.3,0,19.70000076293945
,"Jeu, 21.06. 20:00",1025.2,188.3,836.9,0,0,0,0,0,0,0,252,0,19.39999961853027
,"Jeu, 21.06. 21:00",1062.8,191.6,871.2,0,0,0,0,0,0,0,271.3,0,17.70000076293945
,"Jeu, 21.06. 22:00",530.3,53.9,476.4,0,0,0,0,0,0,0,140.1,0,18.10000038146973
,"Jeu, 21.06. 23:00",313,32.5,280.5,0,0,0,0,0,0,0,83.7,0,17.70000076293945
,"Ven, 22.06. 00:00",200,7.6,192.4,0,0,0,0,0,0,0,57,0,16.39999961853027
,"Ven, 22.06. 01:00",103,7.2,95.8,0,0,0,0,0,0,0,29.8,0,15.10000038146973
,"Ven, 22.06. 02:00",80.4,50.1,30.3,0,0,0,0,0,0,0,17.1,0,14.80000019073486
,"Ven, 22.06. 03:00",363.7,332.8,30.9,0,0,0,0,0,0,0,65.7,0,13.5
,"Ven, 22.06. 04:00",595.5,493.7,101.8,0,0,0,0,0,0,0,117.7,0,12.80000019073486
,"Ven, 22.06. 05:00",346.9,58.9,288,0,0,0,0,0,0,0,95.9,0,14.89999961853027
,"Ven, 22.06. 06:00",938.5,69.1,869.4,0,0,0,0,0,0,0,261.8,0,16.5
,"Ven, 22.06. 07:00",858.3,58.2,800.1,0,0,0,0,0,0,0,234.2,0,17.60000038146973
,"Ven, 22.06. 08:00",784,50.1,733.9,0,0,0,0,0,0,0,206.6,0,19.29999923706055
,"Ven, 22.06. 09:00",632.8,44,588.8,0,0,0,0,0,0,0,158.3,0,21.29999923706055
,"Ven, 22.06. 10:00",503.1,36.2,466.9,0,0,0,0,0,0,0,120.9,0,22.79999923706055
,"Ven, 22.06. 11:00",548.2,41,507.2,0,0,0,0,0,0,0,124.5,0,24.89999961853027
,"Ven, 22.06. 12:00",461.8,33.8,428,0,0,0,0,0,0,0,99.8,0,26.70000076293945
,"Ven, 22.06. 13:00",488.1,36.3,451.8,0,0,0,0,0,0,0,102.3,0,27.70000076293945
,"Ven, 22.06. 14:00",466.5,36,430.5,0,0,0,0,0,0,0,102.4,0,26.10000038146973
,"Ven, 22.06. 15:00",442.8,36.6,406.2,0,0,0,0,0,0,0,94.5,0,27
,"Ven, 22.06. 16:00",518.2,42.5,475.7,0,0,0,0,0,0,0,114.4,0,25.79999923706055
,"Ven, 22.06. 17:00",625.7,44.1,581.6,0,0,0,0,0,0,0,144.5,0,24.29999923706055
,"Ven, 22.06. 18:00",740.6,50.8,689.8,0,0,0,0,0,0,0,175.2,0,23.39999961853027
,"Ven, 22.06. 19:00",895.3,52.3,843,0,0,0,0,0,0,0,222.7,0,21.70000076293945
,"Ven, 22.06. 20:00",960.6,54.7,905.9,0,0,0,0,0,0,0,245.7,0,20.5
,"Ven, 22.06. 21:00",904.3,50.4,853.9,0,0,0,0,0,0,0,229,0,21
,"Ven, 22.06. 22:00",461.8,13.5,448.3,0,0,0,0,0,0,0,118.8,0,20.89999961853027
,"Ven, 22.06. 23:00",277.7,8.7,269,0,0,0,0,0,0,0,74.3,0,19.29999923706055
,"Sam, 23.06. 00:00",201.5,11.9,189.6,0,0,0,0,0,0,0,55.5,0,17.39999961853027
,"Sam, 23.06. 01:00",133.7,13,120.7,0,0,0,0,0,0,0,37.5,0,15.89999961853027
,"Sam, 23.06. 02:00",242.2,175.5,66.7,0,0,0,0,0,0,0,49.1,0,14.19999980926514
,"Sam, 23.06. 03:00",260.6,229.6,31,0,0,0,0,0,0,0,47.4,0,14
,"Sam, 23.06. 04:00",310.6,252.3,58.3,0,0,0,0,0,0,0,59.7,0,13.89999961853027
,"Sam, 23.06. 05:00",366.6,308.7,57.9,0,0,0,0,0,0,0,68.9,0,13.80000019073486
,"Sam, 23.06. 06:00",410.3,329.4,80.9,0,0,0,0,0,0,0,78.5,0,14
,"Sam, 23.06. 07:00",289.5,107,182.5,0,0,0,0,0,0,0,71.5,0,15.10000038146973
,"Sam, 23.06. 08:00",568.2,88.3,479.9,0,0,0,0,0,0,0,149.2,0,17.39999961853027
,"Sam, 23.06. 09:00",996.1,79.5,916.6,0,0,0,0,0,0,0,261.8,0,19
,"Sam, 23.06. 10:00",1037.4,72.4,965,0,0,0,0,0,0,0,264.8,0,20.39999961853027
,"Sam, 23.06. 11:00",1172.1,76.4,1095.7,0,0,0,0,0,0,0,302.2,0,20.10000038146973
,"Sam, 23.06. 12:00",950.1,65.7,884.4,0,0,0,0,0,0,0,242.6,0,20.39999961853027
,"Sam, 23.06. 13:00",772.2,63.5,708.7,0,0,0,0,0,0,0,187.4,0,22.20000076293945
,"Sam, 23.06. 14:00",752.6,66.1,686.5,0,0,0,0,0,0,0,181.8,0,22.29999923706055
,"Sam, 23.06. 15:00",633.4,66.3,567.1,0,0,0,0,0,0,0,151.4,0,22.39999961853027
,"Sam, 23.06. 16:00",658.3,72.6,585.7,0,0,0,0,0,0,0,161.1,0,21.39999961853027
,"Sam, 23.06. 17:00",682.4,74.6,607.8,0,0,0,0,0,0,0,167.4,0,21.29999923706055
,"Sam, 23.06. 18:00",776.1,85.9,690.2,0,0,0,0,0,0,0,196.4,0,19.89999961853027
,"Sam, 23.06. 19:00",780.6,87.7,692.9,0,0,0,0,0,0,0,204.5,0,18.29999923706055
,"Sam, 23.06. 20:00",738.5,87.2,651.3,0,0,0,0,0,0,0,200.6,0,16.70000076293945
,"Sam, 23.06. 21:00",634.7,86,548.7,0,0,0,0,0,0,0,174.3,0,15.80000019073486
,"Sam, 23.06. 22:00",492.7,26.5,466.2,0,0,0,0,0,0,0,143.5,0,15.10000038146973
,"Sam, 23.06. 23:00",619.3,322.9,296.4,0,0,0,0,0,0,0,145.9,0,13.60000038146973
