Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Switzerland,CHE,2024-08-06 18:00:00,2024-08-06 20:00:00,49.48
Switzerland,CHE,2024-08-06 19:00:00,2024-08-06 21:00:00,50.35
Switzerland,CHE,2024-08-06 20:00:00,2024-08-06 22:00:00,51.01
Switzerland,CHE,2024-08-06 21:00:00,2024-08-06 23:00:00,49.29
Switzerland,CHE,2024-08-06 22:00:00,2024-08-07 00:00:00,49.4
Switzerland,CHE,2024-08-06 23:00:00,2024-08-07 01:00:00,43.71
Switzerland,CHE,2024-08-07 00:00:00,2024-08-07 02:00:00,40.81
Switzerland,CHE,2024-08-07 01:00:00,2024-08-07 03:00:00,43.49
Switzerland,CHE,2024-08-07 02:00:00,2024-08-07 04:00:00,43.26
Switzerland,CHE,2024-08-07 03:00:00,2024-08-07 05:00:00,43.69
Switzerland,CHE,2024-08-07 04:00:00,2024-08-07 06:00:00,44.11
Switzerland,CHE,2024-08-07 05:00:00,2024-08-07 07:00:00,49.8
Switzerland,CHE,2024-08-07 06:00:00,2024-08-07 08:00:00,52.2
Switzerland,CHE,2024-08-07 07:00:00,2024-08-07 09:00:00,51.39
Switzerland,CHE,2024-08-07 08:00:00,2024-08-07 10:00:00,43.55
Switzerland,CHE,2024-08-07 09:00:00,2024-08-07 11:00:00,43.09
Switzerland,CHE,2024-08-07 10:00:00,2024-08-07 12:00:00,39.38
Switzerland,CHE,2024-08-07 11:00:00,2024-08-07 13:00:00,36.66
Switzerland,CHE,2024-08-07 12:00:00,2024-08-07 14:00:00,37.31
Switzerland,CHE,2024-08-07 13:00:00,2024-08-07 15:00:00,38.09
Switzerland,CHE,2024-08-07 14:00:00,2024-08-07 16:00:00,38.09
Switzerland,CHE,2024-08-07 15:00:00,2024-08-07 17:00:00,37.5
Switzerland,CHE,2024-08-07 16:00:00,2024-08-07 18:00:00,45.2
Switzerland,CHE,2024-08-07 17:00:00,2024-08-07 19:00:00,52.12
Switzerland,CHE,2024-08-07 18:00:00,2024-08-07 20:00:00,52.09
Switzerland,CHE,2024-08-07 19:00:00,2024-08-07 21:00:00,54.91
Switzerland,CHE,2024-08-07 20:00:00,2024-08-07 22:00:00,52.99
Switzerland,CHE,2024-08-07 21:00:00,2024-08-07 23:00:00,49.59
Switzerland,CHE,2024-08-07 22:00:00,2024-08-08 00:00:00,47.08
Switzerland,CHE,2024-08-07 23:00:00,2024-08-08 01:00:00,45.94
Switzerland,CHE,2024-08-08 00:00:00,2024-08-08 02:00:00,45.92
Switzerland,CHE,2024-08-08 01:00:00,2024-08-08 03:00:00,45.0
Switzerland,CHE,2024-08-08 02:00:00,2024-08-08 04:00:00,43.32
Switzerland,CHE,2024-08-08 03:00:00,2024-08-08 05:00:00,44.7
Switzerland,CHE,2024-08-08 04:00:00,2024-08-08 06:00:00,46.66
Switzerland,CHE,2024-08-08 05:00:00,2024-08-08 07:00:00,46.56
Switzerland,CHE,2024-08-08 06:00:00,2024-08-08 08:00:00,46.54
Switzerland,CHE,2024-08-08 07:00:00,2024-08-08 09:00:00,45.29
Switzerland,CHE,2024-08-08 08:00:00,2024-08-08 10:00:00,45.06
Switzerland,CHE,2024-08-08 09:00:00,2024-08-08 11:00:00,45.08
Switzerland,CHE,2024-08-08 10:00:00,2024-08-08 12:00:00,43.97
Switzerland,CHE,2024-08-08 11:00:00,2024-08-08 13:00:00,40.14
Switzerland,CHE,2024-08-08 12:00:00,2024-08-08 14:00:00,39.22
Switzerland,CHE,2024-08-08 13:00:00,2024-08-08 15:00:00,40.46
Switzerland,CHE,2024-08-08 14:00:00,2024-08-08 16:00:00,44.56
Switzerland,CHE,2024-08-08 15:00:00,2024-08-08 17:00:00,44.84
Switzerland,CHE,2024-08-08 16:00:00,2024-08-08 18:00:00,45.6
Switzerland,CHE,2024-08-08 17:00:00,2024-08-08 19:00:00,50.08
Switzerland,CHE,2024-08-08 18:00:00,2024-08-08 20:00:00,50.07
Switzerland,CHE,2024-08-08 19:00:00,2024-08-08 21:00:00,50.18
Switzerland,CHE,2024-08-08 20:00:00,2024-08-08 22:00:00,51.18
Switzerland,CHE,2024-08-08 21:00:00,2024-08-08 23:00:00,50.67
Switzerland,CHE,2024-08-08 22:00:00,2024-08-09 00:00:00,41.99
Switzerland,CHE,2024-08-08 23:00:00,2024-08-09 01:00:00,47.96
Switzerland,CHE,2024-08-09 00:00:00,2024-08-09 02:00:00,46.99
Switzerland,CHE,2024-08-09 01:00:00,2024-08-09 03:00:00,42.28
Switzerland,CHE,2024-08-09 02:00:00,2024-08-09 04:00:00,41.99
Switzerland,CHE,2024-08-09 03:00:00,2024-08-09 05:00:00,42.6
Switzerland,CHE,2024-08-09 04:00:00,2024-08-09 06:00:00,45.04
Switzerland,CHE,2024-08-09 05:00:00,2024-08-09 07:00:00,44.65
Switzerland,CHE,2024-08-09 06:00:00,2024-08-09 08:00:00,44.5
Switzerland,CHE,2024-08-09 07:00:00,2024-08-09 09:00:00,39.15
Switzerland,CHE,2024-08-09 08:00:00,2024-08-09 10:00:00,32.72
Switzerland,CHE,2024-08-09 09:00:00,2024-08-09 11:00:00,30.07
Switzerland,CHE,2024-08-09 10:00:00,2024-08-09 12:00:00,30.09
Switzerland,CHE,2024-08-09 11:00:00,2024-08-09 13:00:00,25.01
Switzerland,CHE,2024-08-09 12:00:00,2024-08-09 14:00:00,27.06
Switzerland,CHE,2024-08-09 13:00:00,2024-08-09 15:00:00,31.09
Switzerland,CHE,2024-08-09 14:00:00,2024-08-09 16:00:00,31.85
Switzerland,CHE,2024-08-09 15:00:00,2024-08-09 17:00:00,31.22
Switzerland,CHE,2024-08-09 16:00:00,2024-08-09 18:00:00,41.61
Switzerland,CHE,2024-08-09 17:00:00,2024-08-09 19:00:00,44.5
Switzerland,CHE,2024-08-09 18:00:00,2024-08-09 20:00:00,44.5
Switzerland,CHE,2024-08-09 19:00:00,2024-08-09 21:00:00,43.97
Switzerland,CHE,2024-08-09 20:00:00,2024-08-09 22:00:00,44.32
Switzerland,CHE,2024-08-09 21:00:00,2024-08-09 23:00:00,45.79
Switzerland,CHE,2024-08-09 22:00:00,2024-08-10 00:00:00,49.46
Switzerland,CHE,2024-08-09 23:00:00,2024-08-10 01:00:00,43.6
Switzerland,CHE,2024-08-10 00:00:00,2024-08-10 02:00:00,42.09
Switzerland,CHE,2024-08-10 01:00:00,2024-08-10 03:00:00,43.22
Switzerland,CHE,2024-08-10 02:00:00,2024-08-10 04:00:00,37.48
Switzerland,CHE,2024-08-10 03:00:00,2024-08-10 05:00:00,39.1
Switzerland,CHE,2024-08-10 04:00:00,2024-08-10 06:00:00,43.59
Switzerland,CHE,2024-08-10 05:00:00,2024-08-10 07:00:00,39.15
Switzerland,CHE,2024-08-10 06:00:00,2024-08-10 08:00:00,37.95
Switzerland,CHE,2024-08-10 07:00:00,2024-08-10 09:00:00,17.41
Switzerland,CHE,2024-08-10 08:00:00,2024-08-10 10:00:00,2.42
Switzerland,CHE,2024-08-10 09:00:00,2024-08-10 11:00:00,-2.39
Switzerland,CHE,2024-08-10 10:00:00,2024-08-10 12:00:00,-21.86
Switzerland,CHE,2024-08-10 11:00:00,2024-08-10 13:00:00,-30.27
Switzerland,CHE,2024-08-10 12:00:00,2024-08-10 14:00:00,-23.25
Switzerland,CHE,2024-08-10 13:00:00,2024-08-10 15:00:00,-2.64
Switzerland,CHE,2024-08-10 14:00:00,2024-08-10 16:00:00,8.1
Switzerland,CHE,2024-08-10 15:00:00,2024-08-10 17:00:00,24.05
Switzerland,CHE,2024-08-10 16:00:00,2024-08-10 18:00:00,47.07
Switzerland,CHE,2024-08-10 17:00:00,2024-08-10 19:00:00,54.06
Switzerland,CHE,2024-08-10 18:00:00,2024-08-10 20:00:00,54.32
Switzerland,CHE,2024-08-10 19:00:00,2024-08-10 21:00:00,55.89
Switzerland,CHE,2024-08-10 20:00:00,2024-08-10 22:00:00,54.02
Switzerland,CHE,2024-08-10 21:00:00,2024-08-10 23:00:00,54.89
Switzerland,CHE,2024-08-10 22:00:00,2024-08-11 00:00:00,54.68
Switzerland,CHE,2024-08-10 23:00:00,2024-08-11 01:00:00,47.89
Switzerland,CHE,2024-08-11 00:00:00,2024-08-11 02:00:00,46.92
Switzerland,CHE,2024-08-11 01:00:00,2024-08-11 03:00:00,46.6
Switzerland,CHE,2024-08-11 02:00:00,2024-08-11 04:00:00,45.7
Switzerland,CHE,2024-08-11 03:00:00,2024-08-11 05:00:00,46.01
Switzerland,CHE,2024-08-11 04:00:00,2024-08-11 06:00:00,45.69
Switzerland,CHE,2024-08-11 05:00:00,2024-08-11 07:00:00,49.1
Switzerland,CHE,2024-08-11 06:00:00,2024-08-11 08:00:00,42.77
Switzerland,CHE,2024-08-11 07:00:00,2024-08-11 09:00:00,15.03
Switzerland,CHE,2024-08-11 08:00:00,2024-08-11 10:00:00,-1.09
Switzerland,CHE,2024-08-11 09:00:00,2024-08-11 11:00:00,-11.56
Switzerland,CHE,2024-08-11 10:00:00,2024-08-11 12:00:00,-25.27
Switzerland,CHE,2024-08-11 11:00:00,2024-08-11 13:00:00,-50.8
Switzerland,CHE,2024-08-11 12:00:00,2024-08-11 14:00:00,-41.54
Switzerland,CHE,2024-08-11 13:00:00,2024-08-11 15:00:00,-14.56
Switzerland,CHE,2024-08-11 14:00:00,2024-08-11 16:00:00,10.47
Switzerland,CHE,2024-08-11 15:00:00,2024-08-11 17:00:00,24.99
Switzerland,CHE,2024-08-11 16:00:00,2024-08-11 18:00:00,50.13
Switzerland,CHE,2024-08-11 17:00:00,2024-08-11 19:00:00,49.95
Switzerland,CHE,2024-08-11 18:00:00,2024-08-11 20:00:00,55.53
Switzerland,CHE,2024-08-11 19:00:00,2024-08-11 21:00:00,56.01
Switzerland,CHE,2024-08-11 20:00:00,2024-08-11 22:00:00,55.53
Switzerland,CHE,2024-08-11 21:00:00,2024-08-11 23:00:00,52.99
Switzerland,CHE,2024-08-11 22:00:00,2024-08-12 00:00:00,47.63
Switzerland,CHE,2024-08-11 23:00:00,2024-08-12 01:00:00,47.2
Switzerland,CHE,2024-08-12 00:00:00,2024-08-12 02:00:00,47.2
Switzerland,CHE,2024-08-12 01:00:00,2024-08-12 03:00:00,48.44
Switzerland,CHE,2024-08-12 02:00:00,2024-08-12 04:00:00,48.8
Switzerland,CHE,2024-08-12 03:00:00,2024-08-12 05:00:00,49.3
Switzerland,CHE,2024-08-12 04:00:00,2024-08-12 06:00:00,52.07
Switzerland,CHE,2024-08-12 05:00:00,2024-08-12 07:00:00,48.96
Switzerland,CHE,2024-08-12 06:00:00,2024-08-12 08:00:00,49.0
Switzerland,CHE,2024-08-12 07:00:00,2024-08-12 09:00:00,42.61
Switzerland,CHE,2024-08-12 08:00:00,2024-08-12 10:00:00,44.3
Switzerland,CHE,2024-08-12 09:00:00,2024-08-12 11:00:00,32.54
Switzerland,CHE,2024-08-12 10:00:00,2024-08-12 12:00:00,15.23
Switzerland,CHE,2024-08-12 11:00:00,2024-08-12 13:00:00,7.98
Switzerland,CHE,2024-08-12 12:00:00,2024-08-12 14:00:00,13.76
Switzerland,CHE,2024-08-12 13:00:00,2024-08-12 15:00:00,29.38
Switzerland,CHE,2024-08-12 14:00:00,2024-08-12 16:00:00,45.7
Switzerland,CHE,2024-08-12 15:00:00,2024-08-12 17:00:00,55.44
Switzerland,CHE,2024-08-12 16:00:00,2024-08-12 18:00:00,62.83
Switzerland,CHE,2024-08-12 17:00:00,2024-08-12 19:00:00,59.34
Switzerland,CHE,2024-08-12 18:00:00,2024-08-12 20:00:00,58.88
Switzerland,CHE,2024-08-12 19:00:00,2024-08-12 21:00:00,58.79
Switzerland,CHE,2024-08-12 20:00:00,2024-08-12 22:00:00,58.2
Switzerland,CHE,2024-08-12 21:00:00,2024-08-12 23:00:00,57.72
Switzerland,CHE,2024-08-12 22:00:00,2024-08-13 00:00:00,57.84
Switzerland,CHE,2024-08-12 23:00:00,2024-08-13 01:00:00,53.73
Switzerland,CHE,2024-08-13 00:00:00,2024-08-13 02:00:00,42.41
Switzerland,CHE,2024-08-13 01:00:00,2024-08-13 03:00:00,44.44
Switzerland,CHE,2024-08-13 02:00:00,2024-08-13 04:00:00,51.99
Switzerland,CHE,2024-08-13 03:00:00,2024-08-13 05:00:00,47.8
Switzerland,CHE,2024-08-13 04:00:00,2024-08-13 06:00:00,54.09
Switzerland,CHE,2024-08-13 05:00:00,2024-08-13 07:00:00,57.92
Switzerland,CHE,2024-08-13 06:00:00,2024-08-13 08:00:00,63.75
Switzerland,CHE,2024-08-13 07:00:00,2024-08-13 09:00:00,65.72
Switzerland,CHE,2024-08-13 08:00:00,2024-08-13 10:00:00,56.43
Switzerland,CHE,2024-08-13 09:00:00,2024-08-13 11:00:00,39.16
Switzerland,CHE,2024-08-13 10:00:00,2024-08-13 12:00:00,36.22
Switzerland,CHE,2024-08-13 11:00:00,2024-08-13 13:00:00,32.26
Switzerland,CHE,2024-08-13 12:00:00,2024-08-13 14:00:00,38.21
Switzerland,CHE,2024-08-13 13:00:00,2024-08-13 15:00:00,51.64
Switzerland,CHE,2024-08-13 14:00:00,2024-08-13 16:00:00,69.14
Switzerland,CHE,2024-08-13 15:00:00,2024-08-13 17:00:00,61.09
Switzerland,CHE,2024-08-13 16:00:00,2024-08-13 18:00:00,64.54
Switzerland,CHE,2024-08-13 17:00:00,2024-08-13 19:00:00,58.6
Switzerland,CHE,2024-08-13 18:00:00,2024-08-13 20:00:00,58.6
Switzerland,CHE,2024-08-13 19:00:00,2024-08-13 21:00:00,58.6
Switzerland,CHE,2024-08-13 20:00:00,2024-08-13 22:00:00,58.59
Switzerland,CHE,2024-08-13 21:00:00,2024-08-13 23:00:00,57.6
Switzerland,CHE,2024-08-13 22:00:00,2024-08-14 00:00:00,75.99
Switzerland,CHE,2024-08-13 23:00:00,2024-08-14 01:00:00,78.94
Switzerland,CHE,2024-08-14 00:00:00,2024-08-14 02:00:00,68.76
Switzerland,CHE,2024-08-14 01:00:00,2024-08-14 03:00:00,62.18
Switzerland,CHE,2024-08-14 02:00:00,2024-08-14 04:00:00,60.0
Switzerland,CHE,2024-08-14 03:00:00,2024-08-14 05:00:00,65.66
Switzerland,CHE,2024-08-14 04:00:00,2024-08-14 06:00:00,68.83
Switzerland,CHE,2024-08-14 05:00:00,2024-08-14 07:00:00,78.94
Switzerland,CHE,2024-08-14 06:00:00,2024-08-14 08:00:00,69.81
Switzerland,CHE,2024-08-14 07:00:00,2024-08-14 09:00:00,65.54
Switzerland,CHE,2024-08-14 08:00:00,2024-08-14 10:00:00,76.95
Switzerland,CHE,2024-08-14 09:00:00,2024-08-14 11:00:00,78.99
Switzerland,CHE,2024-08-14 10:00:00,2024-08-14 12:00:00,72.87
Switzerland,CHE,2024-08-14 11:00:00,2024-08-14 13:00:00,70.52
Switzerland,CHE,2024-08-14 12:00:00,2024-08-14 14:00:00,70.31
Switzerland,CHE,2024-08-14 13:00:00,2024-08-14 15:00:00,75.75
Switzerland,CHE,2024-08-14 14:00:00,2024-08-14 16:00:00,70.92
Switzerland,CHE,2024-08-14 15:00:00,2024-08-14 17:00:00,72.64
Switzerland,CHE,2024-08-14 16:00:00,2024-08-14 18:00:00,100.63
Switzerland,CHE,2024-08-14 17:00:00,2024-08-14 19:00:00,64.09
Switzerland,CHE,2024-08-14 18:00:00,2024-08-14 20:00:00,61.3
Switzerland,CHE,2024-08-14 19:00:00,2024-08-14 21:00:00,60.81
Switzerland,CHE,2024-08-14 20:00:00,2024-08-14 22:00:00,63.02
Switzerland,CHE,2024-08-14 21:00:00,2024-08-14 23:00:00,60.27
Switzerland,CHE,2024-08-14 22:00:00,2024-08-15 00:00:00,68.77
Switzerland,CHE,2024-08-14 23:00:00,2024-08-15 01:00:00,58.0
Switzerland,CHE,2024-08-15 00:00:00,2024-08-15 02:00:00,54.01
Switzerland,CHE,2024-08-15 01:00:00,2024-08-15 03:00:00,57.56
Switzerland,CHE,2024-08-15 02:00:00,2024-08-15 04:00:00,56.98
Switzerland,CHE,2024-08-15 03:00:00,2024-08-15 05:00:00,59.0
Switzerland,CHE,2024-08-15 04:00:00,2024-08-15 06:00:00,60.73
Switzerland,CHE,2024-08-15 05:00:00,2024-08-15 07:00:00,63.6
Switzerland,CHE,2024-08-15 06:00:00,2024-08-15 08:00:00,64.01
Switzerland,CHE,2024-08-15 07:00:00,2024-08-15 09:00:00,60.26
Switzerland,CHE,2024-08-15 08:00:00,2024-08-15 10:00:00,57.38
Switzerland,CHE,2024-08-15 09:00:00,2024-08-15 11:00:00,47.92
Switzerland,CHE,2024-08-15 10:00:00,2024-08-15 12:00:00,20.22
Switzerland,CHE,2024-08-15 11:00:00,2024-08-15 13:00:00,9.03
Switzerland,CHE,2024-08-15 12:00:00,2024-08-15 14:00:00,8.66
Switzerland,CHE,2024-08-15 13:00:00,2024-08-15 15:00:00,19.79
Switzerland,CHE,2024-08-15 14:00:00,2024-08-15 16:00:00,42.08
Switzerland,CHE,2024-08-15 15:00:00,2024-08-15 17:00:00,60.05
Switzerland,CHE,2024-08-15 16:00:00,2024-08-15 18:00:00,64.9
Switzerland,CHE,2024-08-15 17:00:00,2024-08-15 19:00:00,77.73
Switzerland,CHE,2024-08-15 18:00:00,2024-08-15 20:00:00,70.16
Switzerland,CHE,2024-08-15 19:00:00,2024-08-15 21:00:00,69.85
Switzerland,CHE,2024-08-15 20:00:00,2024-08-15 22:00:00,67.81
Switzerland,CHE,2024-08-15 21:00:00,2024-08-15 23:00:00,68.36
Switzerland,CHE,2024-08-15 22:00:00,2024-08-16 00:00:00,62.08
Switzerland,CHE,2024-08-15 23:00:00,2024-08-16 01:00:00,65.39
Switzerland,CHE,2024-08-16 00:00:00,2024-08-16 02:00:00,65.91
Switzerland,CHE,2024-08-16 01:00:00,2024-08-16 03:00:00,65.01
Switzerland,CHE,2024-08-16 02:00:00,2024-08-16 04:00:00,64.91
Switzerland,CHE,2024-08-16 03:00:00,2024-08-16 05:00:00,66.5
Switzerland,CHE,2024-08-16 04:00:00,2024-08-16 06:00:00,57.99
Switzerland,CHE,2024-08-16 05:00:00,2024-08-16 07:00:00,69.52
Switzerland,CHE,2024-08-16 06:00:00,2024-08-16 08:00:00,74.79
Switzerland,CHE,2024-08-16 07:00:00,2024-08-16 09:00:00,69.12
Switzerland,CHE,2024-08-16 08:00:00,2024-08-16 10:00:00,55.95
Switzerland,CHE,2024-08-16 09:00:00,2024-08-16 11:00:00,48.93
Switzerland,CHE,2024-08-16 10:00:00,2024-08-16 12:00:00,40.68
Switzerland,CHE,2024-08-16 11:00:00,2024-08-16 13:00:00,36.96
Switzerland,CHE,2024-08-16 12:00:00,2024-08-16 14:00:00,37.84
Switzerland,CHE,2024-08-16 13:00:00,2024-08-16 15:00:00,47.84
Switzerland,CHE,2024-08-16 14:00:00,2024-08-16 16:00:00,55.04
Switzerland,CHE,2024-08-16 15:00:00,2024-08-16 17:00:00,56.8
Switzerland,CHE,2024-08-16 16:00:00,2024-08-16 18:00:00,65.19
Switzerland,CHE,2024-08-16 17:00:00,2024-08-16 19:00:00,70.2
Switzerland,CHE,2024-08-16 18:00:00,2024-08-16 20:00:00,69.52
Switzerland,CHE,2024-08-16 19:00:00,2024-08-16 21:00:00,68.31
Switzerland,CHE,2024-08-16 20:00:00,2024-08-16 22:00:00,70.69
Switzerland,CHE,2024-08-16 21:00:00,2024-08-16 23:00:00,70.4
Switzerland,CHE,2024-08-16 22:00:00,2024-08-17 00:00:00,81.07
Switzerland,CHE,2024-08-16 23:00:00,2024-08-17 01:00:00,80.29
Switzerland,CHE,2024-08-17 00:00:00,2024-08-17 02:00:00,77.16
Switzerland,CHE,2024-08-17 01:00:00,2024-08-17 03:00:00,70.32
Switzerland,CHE,2024-08-17 02:00:00,2024-08-17 04:00:00,62.85
Switzerland,CHE,2024-08-17 03:00:00,2024-08-17 05:00:00,63.07
Switzerland,CHE,2024-08-17 04:00:00,2024-08-17 06:00:00,75.41
Switzerland,CHE,2024-08-17 05:00:00,2024-08-17 07:00:00,77.96
Switzerland,CHE,2024-08-17 06:00:00,2024-08-17 08:00:00,80.21
Switzerland,CHE,2024-08-17 07:00:00,2024-08-17 09:00:00,72.42
Switzerland,CHE,2024-08-17 08:00:00,2024-08-17 10:00:00,63.78
Switzerland,CHE,2024-08-17 09:00:00,2024-08-17 11:00:00,56.18
Switzerland,CHE,2024-08-17 10:00:00,2024-08-17 12:00:00,46.32
Switzerland,CHE,2024-08-17 11:00:00,2024-08-17 13:00:00,42.07
Switzerland,CHE,2024-08-17 12:00:00,2024-08-17 14:00:00,38.52
Switzerland,CHE,2024-08-17 13:00:00,2024-08-17 15:00:00,44.13
Switzerland,CHE,2024-08-17 14:00:00,2024-08-17 16:00:00,57.14
Switzerland,CHE,2024-08-17 15:00:00,2024-08-17 17:00:00,62.99
Switzerland,CHE,2024-08-17 16:00:00,2024-08-17 18:00:00,72.41
Switzerland,CHE,2024-08-17 17:00:00,2024-08-17 19:00:00,77.19
Switzerland,CHE,2024-08-17 18:00:00,2024-08-17 20:00:00,73.65
Switzerland,CHE,2024-08-17 19:00:00,2024-08-17 21:00:00,77.1
Switzerland,CHE,2024-08-17 20:00:00,2024-08-17 22:00:00,70.99
Switzerland,CHE,2024-08-17 21:00:00,2024-08-17 23:00:00,70.36
Switzerland,CHE,2024-08-17 22:00:00,2024-08-18 00:00:00,76.1
Switzerland,CHE,2024-08-17 23:00:00,2024-08-18 01:00:00,73.4
Switzerland,CHE,2024-08-18 00:00:00,2024-08-18 02:00:00,66.89
Switzerland,CHE,2024-08-18 01:00:00,2024-08-18 03:00:00,61.48
Switzerland,CHE,2024-08-18 02:00:00,2024-08-18 04:00:00,61.08
Switzerland,CHE,2024-08-18 03:00:00,2024-08-18 05:00:00,60.84
Switzerland,CHE,2024-08-18 04:00:00,2024-08-18 06:00:00,60.76
Switzerland,CHE,2024-08-18 05:00:00,2024-08-18 07:00:00,67.62
Switzerland,CHE,2024-08-18 06:00:00,2024-08-18 08:00:00,68.04
Switzerland,CHE,2024-08-18 07:00:00,2024-08-18 09:00:00,72.05
Switzerland,CHE,2024-08-18 08:00:00,2024-08-18 10:00:00,65.44
Switzerland,CHE,2024-08-18 09:00:00,2024-08-18 11:00:00,60.07
Switzerland,CHE,2024-08-18 10:00:00,2024-08-18 12:00:00,54.44
Switzerland,CHE,2024-08-18 11:00:00,2024-08-18 13:00:00,40.87
Switzerland,CHE,2024-08-18 12:00:00,2024-08-18 14:00:00,36.25
Switzerland,CHE,2024-08-18 13:00:00,2024-08-18 15:00:00,47.19
Switzerland,CHE,2024-08-18 14:00:00,2024-08-18 16:00:00,55.88
Switzerland,CHE,2024-08-18 15:00:00,2024-08-18 17:00:00,66.26
Switzerland,CHE,2024-08-18 16:00:00,2024-08-18 18:00:00,74.32
Switzerland,CHE,2024-08-18 17:00:00,2024-08-18 19:00:00,76.24
Switzerland,CHE,2024-08-18 18:00:00,2024-08-18 20:00:00,85.28
Switzerland,CHE,2024-08-18 19:00:00,2024-08-18 21:00:00,81.44
Switzerland,CHE,2024-08-18 20:00:00,2024-08-18 22:00:00,74.35
Switzerland,CHE,2024-08-18 21:00:00,2024-08-18 23:00:00,74.35
Switzerland,CHE,2024-08-18 22:00:00,2024-08-19 00:00:00,89.01
Switzerland,CHE,2024-08-18 23:00:00,2024-08-19 01:00:00,78.49
Switzerland,CHE,2024-08-19 00:00:00,2024-08-19 02:00:00,74.35
Switzerland,CHE,2024-08-19 01:00:00,2024-08-19 03:00:00,75.78
Switzerland,CHE,2024-08-19 02:00:00,2024-08-19 04:00:00,75.79
Switzerland,CHE,2024-08-19 03:00:00,2024-08-19 05:00:00,76.63
Switzerland,CHE,2024-08-19 04:00:00,2024-08-19 06:00:00,93.53
Switzerland,CHE,2024-08-19 05:00:00,2024-08-19 07:00:00,128.85
Switzerland,CHE,2024-08-19 06:00:00,2024-08-19 08:00:00,131.41
Switzerland,CHE,2024-08-19 07:00:00,2024-08-19 09:00:00,110.34
Switzerland,CHE,2024-08-19 08:00:00,2024-08-19 10:00:00,83.37
Switzerland,CHE,2024-08-19 09:00:00,2024-08-19 11:00:00,87.69
Switzerland,CHE,2024-08-19 10:00:00,2024-08-19 12:00:00,75.7
Switzerland,CHE,2024-08-19 11:00:00,2024-08-19 13:00:00,71.81
Switzerland,CHE,2024-08-19 12:00:00,2024-08-19 14:00:00,72.8
Switzerland,CHE,2024-08-19 13:00:00,2024-08-19 15:00:00,76.41
Switzerland,CHE,2024-08-19 14:00:00,2024-08-19 16:00:00,86.67
Switzerland,CHE,2024-08-19 15:00:00,2024-08-19 17:00:00,80.76
Switzerland,CHE,2024-08-19 16:00:00,2024-08-19 18:00:00,124.44
Switzerland,CHE,2024-08-19 17:00:00,2024-08-19 19:00:00,123.87
Switzerland,CHE,2024-08-19 18:00:00,2024-08-19 20:00:00,130.66
Switzerland,CHE,2024-08-19 19:00:00,2024-08-19 21:00:00,113.54
Switzerland,CHE,2024-08-19 20:00:00,2024-08-19 22:00:00,105.41
Switzerland,CHE,2024-08-19 21:00:00,2024-08-19 23:00:00,88.71
Switzerland,CHE,2024-08-19 22:00:00,2024-08-20 00:00:00,72.56
Switzerland,CHE,2024-08-19 23:00:00,2024-08-20 01:00:00,70.35
Switzerland,CHE,2024-08-20 00:00:00,2024-08-20 02:00:00,68.7
Switzerland,CHE,2024-08-20 01:00:00,2024-08-20 03:00:00,67.03
Switzerland,CHE,2024-08-20 02:00:00,2024-08-20 04:00:00,68.69
Switzerland,CHE,2024-08-20 03:00:00,2024-08-20 05:00:00,70.32
Switzerland,CHE,2024-08-20 04:00:00,2024-08-20 06:00:00,77.1
Switzerland,CHE,2024-08-20 05:00:00,2024-08-20 07:00:00,79.61
Switzerland,CHE,2024-08-20 06:00:00,2024-08-20 08:00:00,80.13
Switzerland,CHE,2024-08-20 07:00:00,2024-08-20 09:00:00,78.8
Switzerland,CHE,2024-08-20 08:00:00,2024-08-20 10:00:00,75.86
Switzerland,CHE,2024-08-20 09:00:00,2024-08-20 11:00:00,54.0
Switzerland,CHE,2024-08-20 10:00:00,2024-08-20 12:00:00,32.5
Switzerland,CHE,2024-08-20 11:00:00,2024-08-20 13:00:00,23.88
Switzerland,CHE,2024-08-20 12:00:00,2024-08-20 14:00:00,29.4
Switzerland,CHE,2024-08-20 13:00:00,2024-08-20 15:00:00,48.69
Switzerland,CHE,2024-08-20 14:00:00,2024-08-20 16:00:00,70.9
Switzerland,CHE,2024-08-20 15:00:00,2024-08-20 17:00:00,94.46
Switzerland,CHE,2024-08-20 16:00:00,2024-08-20 18:00:00,103.08
Switzerland,CHE,2024-08-20 17:00:00,2024-08-20 19:00:00,88.98
Switzerland,CHE,2024-08-20 18:00:00,2024-08-20 20:00:00,111.09
Switzerland,CHE,2024-08-20 19:00:00,2024-08-20 21:00:00,103.09
Switzerland,CHE,2024-08-20 20:00:00,2024-08-20 22:00:00,100.03
Switzerland,CHE,2024-08-20 21:00:00,2024-08-20 23:00:00,82.01
Switzerland,CHE,2024-08-20 22:00:00,2024-08-21 00:00:00,89.46
Switzerland,CHE,2024-08-20 23:00:00,2024-08-21 01:00:00,83.91
Switzerland,CHE,2024-08-21 00:00:00,2024-08-21 02:00:00,74.67
Switzerland,CHE,2024-08-21 01:00:00,2024-08-21 03:00:00,68.04
Switzerland,CHE,2024-08-21 02:00:00,2024-08-21 04:00:00,63.62
Switzerland,CHE,2024-08-21 03:00:00,2024-08-21 05:00:00,70.2
Switzerland,CHE,2024-08-21 04:00:00,2024-08-21 06:00:00,87.3
Switzerland,CHE,2024-08-21 05:00:00,2024-08-21 07:00:00,92.19
